trials,participant,valence,S,R,rt,dataset
100,52,6,right,right,1.3432514128382154,weber_violated
101,52,7,right,right,1.106253421072282,weber_violated
102,52,7,right,right,1.3514737651769535,weber_violated
103,52,7,right,right,2.2586058706394656,weber_violated
104,52,7,right,right,1.1379894795221701,weber_violated
105,52,7,right,right,1.381113435150603,weber_violated
106,52,7,right,right,2.8148146552431363,weber_violated
107,52,7,right,right,1.385996717750699,weber_violated
108,52,7,right,right,1.4643773618663336,weber_violated
109,52,7,right,left,2.0282984821953023,weber_violated
110,52,7,right,right,1.7121981995846887,weber_violated
111,52,8,right,right,1.439098278773802,weber_violated
112,52,8,right,right,0.8710238840894164,weber_violated
113,52,8,right,right,0.9126182049200797,weber_violated
114,52,8,right,right,0.9007598874851854,weber_violated
115,52,8,right,right,1.7122088436584193,weber_violated
116,52,8,right,right,0.9742099028513875,weber_violated
117,52,8,right,right,0.8264791809194401,weber_violated
118,52,8,right,right,0.8484448632659563,weber_violated
119,52,8,right,right,1.0160795468072608,weber_violated
120,52,8,right,right,0.8631280241801016,weber_violated
1,53,2,left,left,1.1030714791022096,weber_violated
2,53,2,left,left,1.0631258920896354,weber_violated
3,53,2,left,left,0.8842891163670334,weber_violated
4,53,2,left,left,0.8599443981852077,weber_violated
5,53,2,left,left,1.0908718017808838,weber_violated
6,53,2,left,left,1.1802516339340041,weber_violated
7,53,2,left,left,0.8228431107552505,weber_violated
8,53,2,left,left,1.1041644532768946,weber_violated
9,53,2,left,left,1.5662574289127675,weber_violated
10,53,2,left,left,0.7933199544053986,weber_violated
11,53,3,left,left,1.7027360181846503,weber_violated
12,53,3,left,left,1.3333887278412557,weber_violated
13,53,3,left,left,1.3253325629006902,weber_violated
14,53,3,left,left,1.3910055052454704,weber_violated
15,53,3,left,left,1.3057319923327553,weber_violated
16,53,3,left,left,1.9495780042111677,weber_violated
17,53,3,left,left,1.3703661954554465,weber_violated
18,53,3,left,left,2.8231564467757324,weber_violated
19,53,3,left,left,2.397140061499799,weber_violated
20,53,3,left,left,1.4705910213404148,weber_violated
21,53,4,left,left,1.4475323877693476,weber_violated
22,53,4,left,left,1.631737563664608,weber_violated
23,53,4,left,left,2.07247163397958,weber_violated
24,53,4,left,left,2.2847075467756546,weber_violated
25,53,4,left,left,2.7766042097024726,weber_violated
26,53,4,left,left,2.269689116969542,weber_violated
27,53,4,left,left,3.592365767590436,weber_violated
28,53,4,left,left,1.6472307431841318,weber_violated
29,53,4,left,right,1.837662854200844,weber_violated
30,53,4,left,right,1.2691789500949089,weber_violated
31,53,6,left,left,1.690397160339982,weber_violated
32,53,6,left,left,1.861318503097661,weber_violated
33,53,6,left,left,1.7999465585272656,weber_violated
34,53,6,left,right,2.0182716794376954,weber_violated
35,53,6,left,left,7.720884787392838,weber_violated
36,53,6,left,left,2.30685981075089,weber_violated
37,53,6,left,left,1.493365052389632,weber_violated
38,53,6,left,left,2.2825580025918293,weber_violated
39,53,6,left,left,1.419941564897328,weber_violated
40,53,6,left,left,2.95708885693042,weber_violated
41,53,7,left,left,1.6536727847116395,weber_violated
42,53,7,left,left,1.465667756285319,weber_violated
43,53,7,left,left,1.4829840805039145,weber_violated
44,53,7,left,left,1.3425269983249228,weber_violated
45,53,7,left,left,1.8749648393719824,weber_violated
46,53,7,left,left,1.1965122719630055,weber_violated
47,53,7,left,left,1.5879530650991998,weber_violated
48,53,7,left,left,1.1653121739093337,weber_violated
49,53,7,left,right,1.6389296926433765,weber_violated
50,53,7,left,left,1.8725279001266504,weber_violated
51,53,8,left,left,0.9140745212971542,weber_violated
52,53,8,left,left,1.3421657576309325,weber_violated
53,53,8,left,left,1.441128546620743,weber_violated
54,53,8,left,left,0.917637495968922,weber_violated
55,53,8,left,left,0.9065275336220859,weber_violated
56,53,8,left,left,1.0513626768379842,weber_violated
57,53,8,left,left,1.0647701985857057,weber_violated
58,53,8,left,left,1.7430154044164046,weber_violated
59,53,8,left,left,1.3323398422540436,weber_violated
60,53,8,left,left,1.0077606366612721,weber_violated
61,53,2,right,right,0.8616338796589846,weber_violated
62,53,2,right,right,0.908307063093388,weber_violated
63,53,2,right,right,0.7735477184351407,weber_violated
64,53,2,right,right,1.131140536963283,weber_violated
65,53,2,right,right,1.075049321450976,weber_violated
66,53,2,right,right,1.1451491527486208,weber_violated
67,53,2,right,right,0.9004193596167875,weber_violated
68,53,2,right,right,1.035598111737035,weber_violated
69,53,2,right,right,1.0734212563085295,weber_violated
70,53,2,right,right,1.4032106582468895,weber_violated
71,53,3,right,right,1.4410279105282426,weber_violated
72,53,3,right,right,1.465408515068779,weber_violated
73,53,3,right,right,1.3752839883515757,weber_violated
74,53,3,right,right,1.3567093263446315,weber_violated
75,53,3,right,right,1.2259617630767141,weber_violated
76,53,3,right,right,1.6695221775308837,weber_violated
77,53,3,right,right,1.0177236900356927,weber_violated
78,53,3,right,right,0.8321367685979693,weber_violated
79,53,3,right,right,1.2720160498860835,weber_violated
80,53,3,right,right,1.3570102294105872,weber_violated
81,53,4,right,right,1.0948030333873786,weber_violated
82,53,4,right,left,1.6020799540102764,weber_violated
83,53,4,right,left,2.390196535034937,weber_violated
84,53,4,right,right,2.432418134960095,weber_violated
85,53,4,right,right,1.9728520823244218,weber_violated
86,53,4,right,left,2.1731376702457563,weber_violated
87,53,4,right,left,1.9998088146502682,weber_violated
88,53,4,right,right,2.040886332369314,weber_violated
89,53,4,right,left,1.6044503979340985,weber_violated
90,53,4,right,left,2.397215960762537,weber_violated
91,53,6,right,left,3.2452436702848533,weber_violated
92,53,6,right,right,1.1407388153339757,weber_violated
93,53,6,right,right,2.7199932484986777,weber_violated
94,53,6,right,right,3.1027003964703512,weber_violated
95,53,6,right,right,2.2096405238445027,weber_violated
96,53,6,right,right,40.88152344705156,weber_violated
97,53,6,right,right,6.663344189315715,weber_violated
98,53,6,right,right,1.7293324738865836,weber_violated
99,53,6,right,left,3.1010143140678457,weber_violated
100,53,6,right,left,1.5707224432250093,weber_violated
101,53,7,right,right,1.517128213465637,weber_violated
102,53,7,right,right,1.747367064615462,weber_violated
103,53,7,right,right,0.9521487655596552,weber_violated
104,53,7,right,right,1.2883762679106647,weber_violated
105,53,7,right,right,1.1144149326965438,weber_violated
106,53,7,right,right,1.6596978742634145,weber_violated
107,53,7,right,left,1.2606858891129245,weber_violated
108,53,7,right,right,1.3769319960739226,weber_violated
109,53,7,right,right,1.847632053901872,weber_violated
110,53,7,right,right,2.4061204045060616,weber_violated
111,53,8,right,right,0.8400785348677886,weber_violated
112,53,8,right,right,1.2193247863242713,weber_violated
113,53,8,right,right,1.0058980014855876,weber_violated
114,53,8,right,right,1.0319793611077073,weber_violated
115,53,8,right,right,0.9594719661849567,weber_violated
116,53,8,right,right,0.9202332606147401,weber_violated
117,53,8,right,right,1.2478185551471923,weber_violated
118,53,8,right,right,1.0343517913133045,weber_violated
119,53,8,right,right,0.8767956740805061,weber_violated
120,53,8,right,right,0.9755408235992749,weber_violated
1,54,2,left,left,0.9424590228397562,weber_violated
2,54,2,left,left,1.1919210999177827,weber_violated
3,54,2,left,left,0.8397948056018252,weber_violated
4,54,2,left,left,1.0456403074173193,weber_violated
5,54,2,left,left,1.0414088823007324,weber_violated
6,54,2,left,left,1.0913674378693772,weber_violated
7,54,2,left,left,0.9027355858123791,weber_violated
8,54,2,left,left,1.1242329184166786,weber_violated
9,54,2,left,left,0.9937732524754461,weber_violated
10,54,2,left,left,1.2489005776137023,weber_violated
11,54,3,left,left,1.6576732824074165,weber_violated
12,54,3,left,left,1.6187231177016557,weber_violated
13,54,3,left,left,2.1675314110102724,weber_violated
14,54,3,left,left,1.7023497201345876,weber_violated
15,54,3,left,left,1.4817633560252559,weber_violated
16,54,3,left,left,1.5698008612348073,weber_violated
17,54,3,left,right,1.1786480796886698,weber_violated
18,54,3,left,left,1.2004018028071664,weber_violated
19,54,3,left,left,1.0466398656462528,weber_violated
20,54,3,left,left,2.019250551429601,weber_violated
21,54,4,left,left,1.9039236504970398,weber_violated
22,54,4,left,right,1.6134081053189795,weber_violated
23,54,4,left,left,2.4875901444338737,weber_violated
24,54,4,left,right,2.1533886181772504,weber_violated
25,54,4,left,left,4.206814623547194,weber_violated
26,54,4,left,right,1.81796668935851,weber_violated
27,54,4,left,left,2.9998423151430473,weber_violated
28,54,4,left,left,1.6487103569032986,weber_violated
29,54,4,left,right,1.0591812168446308,weber_violated
30,54,4,left,left,1.7413072188333178,weber_violated
31,54,6,left,left,4.198729126677692,weber_violated
32,54,6,left,left,1.85614786261146,weber_violated
33,54,6,left,left,1.849379818506459,weber_violated
34,54,6,left,left,2.1035346446741334,weber_violated
35,54,6,left,left,2.127734818066508,weber_violated
36,54,6,left,right,2.9346081092090324,weber_violated
37,54,6,left,right,1.5843728162074828,weber_violated
38,54,6,left,left,2.341791410742887,weber_violated
39,54,6,left,left,1.4997206856517398,weber_violated
40,54,6,left,left,1.4413479575209183,weber_violated
41,54,7,left,left,1.267124923175569,weber_violated
42,54,7,left,left,1.331973244454705,weber_violated
43,54,7,left,right,1.8724256368538412,weber_violated
44,54,7,left,right,3.021017764563175,weber_violated
45,54,7,left,left,1.1531010553360812,weber_violated
46,54,7,left,left,1.8544076170468404,weber_violated
47,54,7,left,left,0.9933906714549636,weber_violated
48,54,7,left,left,1.4265176496376353,weber_violated
49,54,7,left,left,1.2201532963047375,weber_violated
50,54,7,left,left,0.8602381104555743,weber_violated
51,54,8,left,left,0.8679515413122845,weber_violated
52,54,8,left,left,0.9463218736722172,weber_violated
53,54,8,left,left,1.2502696730504328,weber_violated
54,54,8,left,left,0.8931756243925209,weber_violated
55,54,8,left,left,1.0635564733498255,weber_violated
56,54,8,left,left,1.0471281780243336,weber_violated
57,54,8,left,left,1.1503224789570696,weber_violated
58,54,8,left,left,1.3425491352507584,weber_violated
59,54,8,left,left,0.9792014151783714,weber_violated
60,54,8,left,left,0.9690512458263847,weber_violated
61,54,2,right,right,0.887299256774994,weber_violated
62,54,2,right,right,1.0616562946983032,weber_violated
63,54,2,right,right,1.1456001837381493,weber_violated
64,54,2,right,right,1.0307345474399099,weber_violated
65,54,2,right,right,0.9972513254588258,weber_violated
66,54,2,right,right,0.7297472550119286,weber_violated
67,54,2,right,right,1.0876156587523143,weber_violated
68,54,2,right,right,0.9595181889513569,weber_violated
69,54,2,right,right,0.8782709811529092,weber_violated
70,54,2,right,left,1.2108834801184567,weber_violated
71,54,3,right,right,1.359613812781038,weber_violated
72,54,3,right,right,4.060289274444098,weber_violated
73,54,3,right,right,1.1481508834515741,weber_violated
74,54,3,right,right,2.665215526728101,weber_violated
75,54,3,right,right,0.9565509768527254,weber_violated
76,54,3,right,right,2.4874687634300443,weber_violated
77,54,3,right,right,2.681601546759383,weber_violated
78,54,3,right,right,1.2600848599693135,weber_violated
79,54,3,right,right,1.2226427162149296,weber_violated
80,54,3,right,left,1.9332166648187814,weber_violated
81,54,4,right,left,1.653503366903725,weber_violated
82,54,4,right,left,2.402256499073739,weber_violated
83,54,4,right,right,1.4002185042792097,weber_violated
84,54,4,right,right,1.6524979053825832,weber_violated
85,54,4,right,left,2.1781035892675367,weber_violated
86,54,4,right,left,1.9560067323861405,weber_violated
87,54,4,right,right,3.1430810828351894,weber_violated
88,54,4,right,left,2.947876798978495,weber_violated
89,54,4,right,left,2.4612078296700592,weber_violated
90,54,4,right,right,1.278051110138994,weber_violated
91,54,6,right,right,2.355481835955807,weber_violated
92,54,6,right,right,3.069750233294119,weber_violated
93,54,6,right,left,2.431535064044605,weber_violated
94,54,6,right,left,3.686951430762474,weber_violated
95,54,6,right,right,1.6808757032844326,weber_violated
96,54,6,right,right,2.2529963259474766,weber_violated
97,54,6,right,left,1.2431588628151897,weber_violated
98,54,6,right,left,1.4236066627733874,weber_violated
99,54,6,right,right,3.9994576480372697,weber_violated
100,54,6,right,left,1.500538083085264,weber_violated
101,54,7,right,right,1.1247838322423753,weber_violated
102,54,7,right,left,1.5590938200977815,weber_violated
103,54,7,right,left,1.5252548318903565,weber_violated
104,54,7,right,right,1.5154814219025734,weber_violated
105,54,7,right,right,1.1519724080932563,weber_violated
106,54,7,right,right,1.5363880672831718,weber_violated
107,54,7,right,right,1.1827201359962023,weber_violated
108,54,7,right,right,1.5557355998033668,weber_violated
109,54,7,right,right,1.7927557136747498,weber_violated
110,54,7,right,left,3.1585430123438525,weber_violated
111,54,8,right,right,1.1551230767998646,weber_violated
112,54,8,right,right,1.179626628854138,weber_violated
113,54,8,right,right,0.8191733920872994,weber_violated
114,54,8,right,right,1.2512807885860913,weber_violated
115,54,8,right,right,1.4436778646827806,weber_violated
116,54,8,right,right,1.1994735674973933,weber_violated
117,54,8,right,right,1.2187886802735743,weber_violated
118,54,8,right,right,1.2248665221144337,weber_violated
119,54,8,right,right,0.9350650731454244,weber_violated
120,54,8,right,right,0.6822883970322127,weber_violated
1,55,2,left,left,0.9980871453749609,weber_violated
2,55,2,left,left,0.9703333822392644,weber_violated
3,55,2,left,left,1.0932489547869548,weber_violated
4,55,2,left,left,1.169373668833759,weber_violated
5,55,2,left,left,0.9960180172221331,weber_violated
6,55,2,left,left,1.1823019572788118,weber_violated
7,55,2,left,left,0.908105040644317,weber_violated
8,55,2,left,left,1.101397565702864,weber_violated
9,55,2,left,left,1.0448221388794219,weber_violated
10,55,2,left,left,1.0316356836270946,weber_violated
11,55,3,left,left,0.9688678780286728,weber_violated
12,55,3,left,left,1.3576109555425362,weber_violated
13,55,3,left,left,2.3569453380875047,weber_violated
14,55,3,left,left,1.6580941579212731,weber_violated
15,55,3,left,left,1.1621413583781108,weber_violated
16,55,3,left,left,1.7966739953974307,weber_violated
17,55,3,left,left,1.0570790605319302,weber_violated
18,55,3,left,left,1.709586398058676,weber_violated
19,55,3,left,left,1.2867483999668758,weber_violated
20,55,3,left,left,1.1131982337747854,weber_violated
21,55,4,left,right,2.481476697293851,weber_violated
22,55,4,left,left,1.695184573190865,weber_violated
23,55,4,left,right,1.4260363694603742,weber_violated
24,55,4,left,left,3.3276255402734027,weber_violated
25,55,4,left,right,2.0436551064940818,weber_violated
26,55,4,left,right,2.6688357226860107,weber_violated
27,55,4,left,right,2.8481638456501313,weber_violated
28,55,4,left,left,1.7323996125742038,weber_violated
29,55,4,left,left,1.2349485068254087,weber_violated
30,55,4,left,left,2.2622179746405093,weber_violated
31,55,6,left,left,2.406581009075485,weber_violated
32,55,6,left,left,4.146417414334997,weber_violated
33,55,6,left,left,3.1427175531103018,weber_violated
34,55,6,left,left,1.6947463827247868,weber_violated
35,55,6,left,right,1.9858610075903451,weber_violated
36,55,6,left,left,2.1527492370896337,weber_violated
37,55,6,left,left,1.9672956612389054,weber_violated
38,55,6,left,left,3.6104381975938615,weber_violated
39,55,6,left,left,2.261309484887727,weber_violated
40,55,6,left,right,1.4630652389032326,weber_violated
41,55,7,left,left,1.1871312848341422,weber_violated
42,55,7,left,left,1.4141714751452807,weber_violated
43,55,7,left,left,1.0593361596257962,weber_violated
44,55,7,left,left,1.208498193461162,weber_violated
45,55,7,left,left,1.1116805572842465,weber_violated
46,55,7,left,left,1.202667724932734,weber_violated
47,55,7,left,left,1.5540222954502667,weber_violated
48,55,7,left,left,1.1747482947770536,weber_violated
49,55,7,left,left,1.6639706530963962,weber_violated
50,55,7,left,left,0.8199779365997986,weber_violated
51,55,8,left,left,1.1415757911475695,weber_violated
52,55,8,left,left,1.204252992519535,weber_violated
53,55,8,left,left,1.150649989609388,weber_violated
54,55,8,left,left,1.927745526475447,weber_violated
55,55,8,left,left,1.0202889440780871,weber_violated
56,55,8,left,left,0.9164003893831512,weber_violated
57,55,8,left,left,0.7065766350072678,weber_violated
58,55,8,left,left,1.1526929332891072,weber_violated
59,55,8,left,left,0.9460639544127625,weber_violated
60,55,8,left,left,1.350021244416359,weber_violated
61,55,2,right,right,1.177716031105835,weber_violated
62,55,2,right,right,1.2730949820351698,weber_violated
63,55,2,right,right,1.1368302271593247,weber_violated
64,55,2,right,right,1.2289612265706598,weber_violated
65,55,2,right,right,0.9620952033793984,weber_violated
66,55,2,right,right,1.0422011928391248,weber_violated
67,55,2,right,right,1.0763499550638629,weber_violated
68,55,2,right,right,1.358915448110805,weber_violated
69,55,2,right,right,1.4717352390260847,weber_violated
70,55,2,right,right,0.799129510586422,weber_violated
71,55,3,right,right,1.2959868184820786,weber_violated
72,55,3,right,right,1.326753937163541,weber_violated
73,55,3,right,right,1.036580235140984,weber_violated
74,55,3,right,right,0.9867523635097624,weber_violated
75,55,3,right,right,1.7025593709604403,weber_violated
76,55,3,right,right,1.5510797001181054,weber_violated
77,55,3,right,right,2.044475710184082,weber_violated
78,55,3,right,right,1.1896890994073384,weber_violated
79,55,3,right,left,1.726345615991471,weber_violated
80,55,3,right,right,1.886549621655737,weber_violated
81,55,4,right,left,2.452168186909999,weber_violated
82,55,4,right,right,1.472575274226085,weber_violated
83,55,4,right,left,2.4813817787131205,weber_violated
84,55,4,right,right,1.2732657993570138,weber_violated
85,55,4,right,right,1.1378834234370911,weber_violated
86,55,4,right,right,2.717612931855339,weber_violated
87,55,4,right,right,2.3095171996016406,weber_violated
88,55,4,right,left,11.715347139062951,weber_violated
89,55,4,right,right,1.851351256220016,weber_violated
90,55,4,right,right,2.099358400194695,weber_violated
91,55,6,right,left,1.3828712138643844,weber_violated
92,55,6,right,right,2.4565293568442805,weber_violated
93,55,6,right,left,1.6467577685541357,weber_violated
94,55,6,right,left,1.7484738111114544,weber_violated
95,55,6,right,right,1.7574667415099803,weber_violated
96,55,6,right,right,2.4698526819939555,weber_violated
97,55,6,right,right,0.9518426199517533,weber_violated
98,55,6,right,left,2.3781940828457633,weber_violated
99,55,6,right,right,1.5197404032499153,weber_violated
100,55,6,right,right,1.4372951452483742,weber_violated
101,55,7,right,right,2.364418178068831,weber_violated
102,55,7,right,right,1.2452587060843145,weber_violated
103,55,7,right,left,1.965008136738932,weber_violated
104,55,7,right,right,1.170986361752866,weber_violated
105,55,7,right,right,1.170083152381606,weber_violated
106,55,7,right,right,1.71512800247845,weber_violated
107,55,7,right,right,1.1247090719989745,weber_violated
108,55,7,right,right,1.125102686020225,weber_violated
109,55,7,right,right,1.612505575952763,weber_violated
110,55,7,right,right,1.1786794356973436,weber_violated
111,55,8,right,right,1.3292409628936368,weber_violated
112,55,8,right,right,1.5055730562831875,weber_violated
113,55,8,right,right,0.6889885786928478,weber_violated
114,55,8,right,right,1.0562636141097272,weber_violated
115,55,8,right,right,1.1700629919167238,weber_violated
116,55,8,right,right,0.9343653541174697,weber_violated
117,55,8,right,right,0.903081781439218,weber_violated
118,55,8,right,right,1.2583112577441693,weber_violated
119,55,8,right,right,0.920582295391386,weber_violated
120,55,8,right,right,0.9675226231090304,weber_violated
1,56,2,left,left,0.7799070362504283,weber_violated
2,56,2,left,left,1.2247324628599285,weber_violated
3,56,2,left,left,1.0031691131271878,weber_violated
4,56,2,left,left,0.8945455647836908,weber_violated
5,56,2,left,left,1.1091339588583162,weber_violated
6,56,2,left,left,0.8352998960808631,weber_violated
7,56,2,left,left,1.3782862161288971,weber_violated
8,56,2,left,left,0.8938985030694344,weber_violated
9,56,2,left,left,1.2462667227072721,weber_violated
10,56,2,left,left,1.09791190058407,weber_violated
11,56,3,left,right,2.4053534496985662,weber_violated
12,56,3,left,left,1.6745693897756326,weber_violated
13,56,3,left,left,1.7084817598895485,weber_violated
14,56,3,left,left,1.1820816398190854,weber_violated
15,56,3,left,left,1.1847898669381542,weber_violated
16,56,3,left,left,1.530645733314617,weber_violated
17,56,3,left,left,1.9032965945435771,weber_violated
18,56,3,left,left,1.704221175424302,weber_violated
19,56,3,left,left,1.4657881248427693,weber_violated
20,56,3,left,left,1.3262342978676689,weber_violated
21,56,4,left,left,1.7202983457383807,weber_violated
22,56,4,left,left,6.557338393884503,weber_violated
23,56,4,left,right,2.0462865151469734,weber_violated
24,56,4,left,left,2.550258827778339,weber_violated
25,56,4,left,left,1.7055229322704821,weber_violated
26,56,4,left,left,1.8187458891914514,weber_violated
27,56,4,left,left,1.8406935949476897,weber_violated
28,56,4,left,left,1.4591109720919473,weber_violated
29,56,4,left,left,1.6805894070242855,weber_violated
30,56,4,left,left,1.9417014216021546,weber_violated
31,56,6,left,left,3.511573265092202,weber_violated
32,56,6,left,left,2.874334937143442,weber_violated
33,56,6,left,left,2.0331069367091192,weber_violated
34,56,6,left,left,2.116624444308943,weber_violated
35,56,6,left,left,1.0992913551284464,weber_violated
36,56,6,left,left,1.5847413943592092,weber_violated
37,56,6,left,right,1.6999864342160027,weber_violated
38,56,6,left,left,1.3686122092830035,weber_violated
39,56,6,left,left,1.8244284254227825,weber_violated
40,56,6,left,left,3.0879722274765316,weber_violated
41,56,7,left,left,1.0465059816764224,weber_violated
42,56,7,left,left,1.7642637238097,weber_violated
43,56,7,left,left,1.434123859408782,weber_violated
44,56,7,left,left,1.6826269600712984,weber_violated
45,56,7,left,left,1.6851983305135994,weber_violated
46,56,7,left,left,2.323221106139217,weber_violated
47,56,7,left,left,1.268534808612243,weber_violated
48,56,7,left,left,1.5211914749007014,weber_violated
49,56,7,left,left,1.1004986938891832,weber_violated
50,56,7,left,left,1.0079203721531969,weber_violated
51,56,8,left,left,1.1055872864434964,weber_violated
52,56,8,left,left,0.848473837546176,weber_violated
53,56,8,left,left,0.925585617318269,weber_violated
54,56,8,left,left,1.087194883029521,weber_violated
55,56,8,left,left,1.0718571706266988,weber_violated
56,56,8,left,left,0.7834965020861884,weber_violated
57,56,8,left,left,0.9363286441398695,weber_violated
58,56,8,left,left,0.891614142392624,weber_violated
59,56,8,left,left,0.8510420541255663,weber_violated
60,56,8,left,left,1.0114211119442582,weber_violated
61,56,2,right,right,0.8668154388630953,weber_violated
62,56,2,right,right,1.2556122005991865,weber_violated
63,56,2,right,right,1.0921339554205307,weber_violated
64,56,2,right,right,1.3221562850473867,weber_violated
65,56,2,right,right,0.9257784879790609,weber_violated
66,56,2,right,right,0.88229888954597,weber_violated
67,56,2,right,right,1.0846268613403132,weber_violated
68,56,2,right,right,0.8291648908724405,weber_violated
69,56,2,right,right,1.005196905191176,weber_violated
70,56,2,right,right,0.9736160433950527,weber_violated
71,56,3,right,right,1.0509345518356865,weber_violated
72,56,3,right,right,1.0449779165244932,weber_violated
73,56,3,right,right,1.1078941237989584,weber_violated
74,56,3,right,right,0.9391975398838144,weber_violated
75,56,3,right,right,1.014869206758006,weber_violated
76,56,3,right,right,1.6014603854850276,weber_violated
77,56,3,right,right,1.789140513753251,weber_violated
78,56,3,right,right,1.20586872115144,weber_violated
79,56,3,right,left,1.912903150302724,weber_violated
80,56,3,right,right,1.5473211120667931,weber_violated
81,56,4,right,left,1.9981554963463417,weber_violated
82,56,4,right,left,2.0884846338892067,weber_violated
83,56,4,right,left,1.5930505562082875,weber_violated
84,56,4,right,right,2.682728727126322,weber_violated
85,56,4,right,left,2.407514387871165,weber_violated
86,56,4,right,left,1.539885028144571,weber_violated
87,56,4,right,right,1.366229209487056,weber_violated
88,56,4,right,left,2.0066746350205507,weber_violated
89,56,4,right,right,1.0862039489372848,weber_violated
90,56,4,right,right,2.3946086805765407,weber_violated
91,56,6,right,left,2.4988139519291344,weber_violated
92,56,6,right,right,2.5652958719438925,weber_violated
93,56,6,right,right,2.063100725041038,weber_violated
94,56,6,right,right,1.5051733134032097,weber_violated
95,56,6,right,right,2.593186340449819,weber_violated
96,56,6,right,right,1.8929528182518616,weber_violated
97,56,6,right,right,1.3904682235659336,weber_violated
98,56,6,right,right,1.5822250793397719,weber_violated
99,56,6,right,right,1.743951708177197,weber_violated
100,56,6,right,left,1.2763987121658118,weber_violated
101,56,7,right,right,2.453017619073651,weber_violated
102,56,7,right,right,0.8035449833343005,weber_violated
103,56,7,right,left,3.119274646550652,weber_violated
104,56,7,right,right,1.415200975975143,weber_violated
105,56,7,right,right,1.7827881333211506,weber_violated
106,56,7,right,right,2.0139154119749096,weber_violated
107,56,7,right,right,1.7701129268825848,weber_violated
108,56,7,right,right,1.6985101103892668,weber_violated
109,56,7,right,right,1.3977988881092775,weber_violated
110,56,7,right,right,1.0996312256844245,weber_violated
111,56,8,right,right,1.123152398202745,weber_violated
112,56,8,right,right,0.9322258558608318,weber_violated
113,56,8,right,right,1.1206512394755783,weber_violated
114,56,8,right,right,1.0835639341242551,weber_violated
115,56,8,right,right,1.0483056727822175,weber_violated
116,56,8,right,right,0.9165660870952963,weber_violated
117,56,8,right,right,0.8729380421866941,weber_violated
118,56,8,right,right,0.802582142880824,weber_violated
119,56,8,right,right,0.8741165979482732,weber_violated
120,56,8,right,right,0.919808990450983,weber_violated
1,57,2,left,left,1.5152794467789206,weber_violated
2,57,2,left,left,1.452964032846354,weber_violated
3,57,2,left,left,1.2019611803127117,weber_violated
4,57,2,left,left,0.9793404838668778,weber_violated
5,57,2,left,left,0.6899961159444654,weber_violated
6,57,2,left,left,1.0796768632891103,weber_violated
7,57,2,left,left,0.8605109588451474,weber_violated
8,57,2,left,left,0.846854985998261,weber_violated
9,57,2,left,left,0.8539558187926652,weber_violated
10,57,2,left,left,1.1277366173272887,weber_violated
11,57,3,left,left,0.9808158997615324,weber_violated
12,57,3,left,left,1.6475176191573808,weber_violated
13,57,3,left,right,1.6802859936158647,weber_violated
14,57,3,left,left,1.793904404536891,weber_violated
15,57,3,left,left,1.4414366388332895,weber_violated
16,57,3,left,right,1.482432146349366,weber_violated
17,57,3,left,left,1.4730295212065567,weber_violated
18,57,3,left,right,1.2134454654667022,weber_violated
19,57,3,left,right,1.3224025972972075,weber_violated
20,57,3,left,left,1.177646468822569,weber_violated
21,57,4,left,right,1.6268623919363954,weber_violated
22,57,4,left,left,1.0061308098084765,weber_violated
23,57,4,left,right,3.731221101075888,weber_violated
24,57,4,left,left,2.8327602423824874,weber_violated
25,57,4,left,right,1.773675463696487,weber_violated
26,57,4,left,right,2.198728958161939,weber_violated
27,57,4,left,left,2.3175374908913016,weber_violated
28,57,4,left,right,1.7127918505825435,weber_violated
29,57,4,left,right,1.8243145365654174,weber_violated
30,57,4,left,right,2.4645951717978614,weber_violated
31,57,6,left,right,2.433231345969078,weber_violated
32,57,6,left,left,1.5701806567636838,weber_violated
33,57,6,left,left,1.5060435483789905,weber_violated
34,57,6,left,left,1.6629540605717394,weber_violated
35,57,6,left,left,1.9962165400549228,weber_violated
36,57,6,left,left,1.7223581319916432,weber_violated
37,57,6,left,right,1.93064094611845,weber_violated
38,57,6,left,left,1.6377237859094216,weber_violated
39,57,6,left,left,1.6282450472236716,weber_violated
40,57,6,left,left,1.7187514141596596,weber_violated
41,57,7,left,left,1.5275639568349753,weber_violated
42,57,7,left,left,1.871235213223091,weber_violated
43,57,7,left,left,1.449903868414018,weber_violated
44,57,7,left,left,2.8259164220854065,weber_violated
45,57,7,left,left,0.9162684617153629,weber_violated
46,57,7,left,right,1.4490347401683,weber_violated
47,57,7,left,left,1.443761476639725,weber_violated
48,57,7,left,left,1.2523861653040347,weber_violated
49,57,7,left,left,1.3947161650734015,weber_violated
50,57,7,left,left,1.2177564759387878,weber_violated
51,57,8,left,left,1.029050422109559,weber_violated
52,57,8,left,left,1.0273595553854005,weber_violated
53,57,8,left,left,0.9265401563468145,weber_violated
54,57,8,left,left,0.9473710956683774,weber_violated
55,57,8,left,left,0.9432692155355127,weber_violated
56,57,8,left,left,0.9016643256712011,weber_violated
57,57,8,left,left,1.22029530267379,weber_violated
58,57,8,left,left,1.2123214773500237,weber_violated
59,57,8,left,left,1.0211391979519664,weber_violated
60,57,8,left,left,0.7778098769875696,weber_violated
61,57,2,right,right,0.7226455396804834,weber_violated
62,57,2,right,right,0.8356475851687433,weber_violated
63,57,2,right,right,0.9615585566272737,weber_violated
64,57,2,right,right,0.9456703784798393,weber_violated
