trials,participant,valence,S,R,rt,dataset
15,42,3,left,right,1.679620841504767,weber_violated
16,42,3,left,left,1.716820150108544,weber_violated
17,42,3,left,right,3.952723169542056,weber_violated
18,42,3,left,right,1.6525173078457176,weber_violated
19,42,3,left,left,2.0893999894118664,weber_violated
20,42,3,left,left,1.3509947817339139,weber_violated
21,42,4,left,left,2.488547502651738,weber_violated
22,42,4,left,left,4.5611811350147935,weber_violated
23,42,4,left,left,9.187515426432245,weber_violated
24,42,4,left,left,1.9809573482151064,weber_violated
25,42,4,left,left,2.2499640864832644,weber_violated
26,42,4,left,left,2.1340156917297217,weber_violated
27,42,4,left,right,1.9185804411385763,weber_violated
28,42,4,left,left,1.4119282864839278,weber_violated
29,42,4,left,left,3.270023848577248,weber_violated
30,42,4,left,left,3.048447207749915,weber_violated
31,42,6,left,right,3.8752934024553887,weber_violated
32,42,6,left,left,1.4219720221471532,weber_violated
33,42,6,left,left,1.6873553638488703,weber_violated
34,42,6,left,left,3.461217773321968,weber_violated
35,42,6,left,left,3.9094440457736033,weber_violated
36,42,6,left,left,1.2168096084482671,weber_violated
37,42,6,left,right,2.493980737743992,weber_violated
38,42,6,left,left,1.6471439755342165,weber_violated
39,42,6,left,left,1.460172326147905,weber_violated
40,42,6,left,right,1.710399186083077,weber_violated
41,42,7,left,left,1.5574501137076555,weber_violated
42,42,7,left,left,1.4977774325010482,weber_violated
43,42,7,left,right,2.4479205108792512,weber_violated
44,42,7,left,left,1.504606915978906,weber_violated
45,42,7,left,left,1.3802788818455853,weber_violated
46,42,7,left,left,1.6130610134476706,weber_violated
47,42,7,left,left,1.134654567344999,weber_violated
48,42,7,left,right,2.528868398981251,weber_violated
49,42,7,left,left,1.0017869507617352,weber_violated
50,42,7,left,left,1.2902891240025363,weber_violated
51,42,8,left,left,1.420336595452642,weber_violated
52,42,8,left,left,1.0037987079897253,weber_violated
53,42,8,left,left,0.7808409049976541,weber_violated
54,42,8,left,left,0.9567219794837847,weber_violated
55,42,8,left,left,1.0660393469653926,weber_violated
56,42,8,left,left,1.098532056568675,weber_violated
57,42,8,left,left,1.1646160651752422,weber_violated
58,42,8,left,left,1.0082273781814886,weber_violated
59,42,8,left,left,0.8733257367806007,weber_violated
60,42,8,left,left,1.0675475386856856,weber_violated
61,42,2,right,right,0.9406709450327984,weber_violated
62,42,2,right,right,0.9749664081022398,weber_violated
63,42,2,right,right,0.7576176471959348,weber_violated
64,42,2,right,right,1.6811905849163211,weber_violated
65,42,2,right,right,1.0646846079884453,weber_violated
66,42,2,right,right,1.4034388813304148,weber_violated
67,42,2,right,right,0.8015346290036209,weber_violated
68,42,2,right,right,0.8873586315930246,weber_violated
69,42,2,right,right,1.1803786100961422,weber_violated
70,42,2,right,right,1.084179719635971,weber_violated
71,42,3,right,right,1.2746189887224217,weber_violated
72,42,3,right,right,1.3341480520732598,weber_violated
73,42,3,right,right,1.033794445885405,weber_violated
74,42,3,right,right,1.5304102037907665,weber_violated
75,42,3,right,right,2.331056017478391,weber_violated
76,42,3,right,right,1.2711586509543682,weber_violated
77,42,3,right,left,1.083028617907644,weber_violated
78,42,3,right,right,1.3543736598990546,weber_violated
79,42,3,right,right,1.075358509978823,weber_violated
80,42,3,right,right,1.2087106395158738,weber_violated
81,42,4,right,right,2.670192167321948,weber_violated
82,42,4,right,left,1.9616505876575314,weber_violated
83,42,4,right,right,1.4071916330395922,weber_violated
84,42,4,right,left,3.3911848238954194,weber_violated
85,42,4,right,right,0.9861008375934166,weber_violated
86,42,4,right,right,3.1275985068089995,weber_violated
87,42,4,right,right,1.978676103786549,weber_violated
88,42,4,right,right,1.7471246123285125,weber_violated
89,42,4,right,right,1.9452615365336088,weber_violated
90,42,4,right,right,1.512140328035766,weber_violated
91,42,6,right,right,2.103197729838805,weber_violated
92,42,6,right,right,2.278671501243128,weber_violated
93,42,6,right,right,1.3938109154834208,weber_violated
94,42,6,right,right,2.939583082687153,weber_violated
95,42,6,right,left,1.819435742897967,weber_violated
96,42,6,right,right,1.6771024007167803,weber_violated
97,42,6,right,right,2.045665089059222,weber_violated
98,42,6,right,right,1.6129426990013456,weber_violated
99,42,6,right,right,1.7887589403085498,weber_violated
100,42,6,right,left,1.2410260673400695,weber_violated
101,42,7,right,right,1.2231921678788196,weber_violated
102,42,7,right,right,1.9349719721717313,weber_violated
103,42,7,right,right,1.0805251332798333,weber_violated
104,42,7,right,right,1.3777012229209329,weber_violated
105,42,7,right,left,2.3627980649273836,weber_violated
106,42,7,right,right,1.1147846265740726,weber_violated
107,42,7,right,right,1.3410779081037334,weber_violated
108,42,7,right,left,1.478206189443438,weber_violated
109,42,7,right,right,1.6355226946785864,weber_violated
110,42,7,right,right,0.9727382370896172,weber_violated
111,42,8,right,right,0.790005003647059,weber_violated
112,42,8,right,right,0.8766449665140956,weber_violated
113,42,8,right,right,0.9045241235383854,weber_violated
114,42,8,right,right,0.7958727031738222,weber_violated
115,42,8,right,right,0.7603740257594565,weber_violated
116,42,8,right,right,1.0594872970435805,weber_violated
117,42,8,right,right,0.952736108360847,weber_violated
118,42,8,right,right,1.0420054520430642,weber_violated
119,42,8,right,right,1.1337562653134161,weber_violated
120,42,8,right,right,1.0203175951481938,weber_violated
1,43,2,left,left,1.219611328033625,weber_violated
2,43,2,left,left,1.0191809205510285,weber_violated
3,43,2,left,left,1.0964593010974646,weber_violated
4,43,2,left,left,0.9969469356683818,weber_violated
5,43,2,left,left,0.8769232744839048,weber_violated
6,43,2,left,left,1.0342219719423928,weber_violated
7,43,2,left,left,1.0304808404731143,weber_violated
8,43,2,left,left,1.0459156033018997,weber_violated
9,43,2,left,left,0.9699849819940782,weber_violated
10,43,2,left,left,0.930044148814154,weber_violated
11,43,3,left,left,0.8988599938135535,weber_violated
12,43,3,left,left,1.9487970709302618,weber_violated
13,43,3,left,right,1.1145898283376463,weber_violated
14,43,3,left,left,1.3847906061158346,weber_violated
15,43,3,left,left,1.0616599119995211,weber_violated
16,43,3,left,left,1.664383791372604,weber_violated
17,43,3,left,left,2.537422257033992,weber_violated
18,43,3,left,left,1.1203596578226847,weber_violated
19,43,3,left,left,3.2163796883499987,weber_violated
20,43,3,left,right,1.7273898658203706,weber_violated
21,43,4,left,left,2.0702367366488157,weber_violated
22,43,4,left,right,3.633166554468163,weber_violated
23,43,4,left,right,2.896773032894978,weber_violated
24,43,4,left,left,2.1386271644166803,weber_violated
25,43,4,left,left,4.6254674825412785,weber_violated
26,43,4,left,right,1.8817682658786912,weber_violated
27,43,4,left,right,2.5302438211364797,weber_violated
28,43,4,left,right,1.7729383791120998,weber_violated
29,43,4,left,right,1.7447896125353495,weber_violated
30,43,4,left,left,1.7781868411487631,weber_violated
31,43,6,left,left,1.5061629920859778,weber_violated
32,43,6,left,left,2.3916199527367232,weber_violated
33,43,6,left,left,1.2082768337622731,weber_violated
34,43,6,left,left,1.5259820547270417,weber_violated
35,43,6,left,left,1.6406699377707537,weber_violated
36,43,6,left,right,1.7265730176225966,weber_violated
37,43,6,left,left,3.303509029674033,weber_violated
38,43,6,left,right,1.7654526606133116,weber_violated
39,43,6,left,left,2.7706995693337246,weber_violated
40,43,6,left,left,1.5471571259489254,weber_violated
41,43,7,left,left,0.9938314926934704,weber_violated
42,43,7,left,left,1.3256016244172366,weber_violated
43,43,7,left,left,1.649550599545689,weber_violated
44,43,7,left,right,1.2870165983861688,weber_violated
45,43,7,left,left,1.7906228761746057,weber_violated
46,43,7,left,left,1.3599291722231717,weber_violated
47,43,7,left,left,1.317464914292213,weber_violated
48,43,7,left,left,1.188248721147504,weber_violated
49,43,7,left,left,1.4005250407060343,weber_violated
50,43,7,left,left,2.082504731893215,weber_violated
51,43,8,left,left,1.3747605823432405,weber_violated
52,43,8,left,left,1.1077181835658012,weber_violated
53,43,8,left,left,0.9510816324845439,weber_violated
54,43,8,left,left,0.7835603793036943,weber_violated
55,43,8,left,left,1.030267799554058,weber_violated
56,43,8,left,left,0.7235923229424075,weber_violated
57,43,8,left,left,1.2286271925280126,weber_violated
58,43,8,left,left,1.0592346266183184,weber_violated
59,43,8,left,left,1.1994480148140585,weber_violated
60,43,8,left,left,0.887987063271164,weber_violated
61,43,2,right,right,1.123783206772851,weber_violated
62,43,2,right,right,1.0984585805907494,weber_violated
63,43,2,right,right,1.0641532550342894,weber_violated
64,43,2,right,right,0.8180289237683838,weber_violated
65,43,2,right,right,0.9815716890500594,weber_violated
66,43,2,right,right,0.9036763814318658,weber_violated
67,43,2,right,right,0.8653138498020028,weber_violated
68,43,2,right,right,1.4403484334967598,weber_violated
69,43,2,right,right,1.338358343389596,weber_violated
70,43,2,right,right,1.2625226496238882,weber_violated
71,43,3,right,right,0.9841732324069821,weber_violated
72,43,3,right,right,2.0061808128526786,weber_violated
73,43,3,right,right,1.514442245044984,weber_violated
74,43,3,right,left,1.569557362841677,weber_violated
75,43,3,right,right,1.6300634173796986,weber_violated
76,43,3,right,right,1.0731254567698787,weber_violated
77,43,3,right,right,1.3063719063073247,weber_violated
78,43,3,right,right,1.252563953592588,weber_violated
79,43,3,right,right,1.4813179819178839,weber_violated
80,43,3,right,right,1.4590081526877385,weber_violated
81,43,4,right,left,2.306606050930298,weber_violated
82,43,4,right,left,1.6872819237695569,weber_violated
83,43,4,right,right,2.295603279288464,weber_violated
84,43,4,right,left,1.9909808480389066,weber_violated
85,43,4,right,left,2.8059918907287003,weber_violated
86,43,4,right,right,1.604949969620125,weber_violated
87,43,4,right,left,3.510465869552719,weber_violated
88,43,4,right,right,2.6156864741657255,weber_violated
89,43,4,right,right,1.7286581226293083,weber_violated
90,43,4,right,left,3.6485559836830954,weber_violated
91,43,6,right,left,2.3744328734053908,weber_violated
92,43,6,right,right,2.8645068315370823,weber_violated
93,43,6,right,right,1.4226048210358766,weber_violated
94,43,6,right,left,2.5996159597293,weber_violated
95,43,6,right,right,3.933494054236655,weber_violated
96,43,6,right,right,1.7243478392123393,weber_violated
97,43,6,right,right,3.157648508497308,weber_violated
98,43,6,right,right,1.3292863071490022,weber_violated
99,43,6,right,right,1.4593054915931116,weber_violated
100,43,6,right,right,2.1767277667458242,weber_violated
101,43,7,right,right,0.9259541399004882,weber_violated
102,43,7,right,right,1.3329341928812335,weber_violated
103,43,7,right,left,1.7091239291063396,weber_violated
104,43,7,right,right,2.7819771158803555,weber_violated
105,43,7,right,right,0.9481646695065289,weber_violated
106,43,7,right,right,1.5965116052235873,weber_violated
107,43,7,right,left,1.7177344073459588,weber_violated
108,43,7,right,right,1.8011955082751796,weber_violated
109,43,7,right,right,1.2910675146667212,weber_violated
110,43,7,right,right,1.8956314997118873,weber_violated
111,43,8,right,right,1.1165008733694817,weber_violated
112,43,8,right,right,0.9779161523503548,weber_violated
113,43,8,right,right,1.199636521193547,weber_violated
114,43,8,right,right,0.8472087126547629,weber_violated
115,43,8,right,right,0.9102878315649705,weber_violated
116,43,8,right,right,0.8328191711946298,weber_violated
117,43,8,right,right,0.9894569176183956,weber_violated
118,43,8,right,right,0.9246475817014275,weber_violated
119,43,8,right,right,0.9897769042499995,weber_violated
120,43,8,right,right,0.9504066606085966,weber_violated
1,44,2,left,left,0.9493927577555825,weber_violated
2,44,2,left,left,1.1924496279942634,weber_violated
3,44,2,left,left,1.119383905021368,weber_violated
4,44,2,left,left,0.7930579536192093,weber_violated
5,44,2,left,left,1.1883499913017628,weber_violated
6,44,2,left,left,0.8470578174285386,weber_violated
7,44,2,left,left,0.7945274847886503,weber_violated
8,44,2,left,left,1.1105291100131873,weber_violated
9,44,2,left,left,1.140871102589317,weber_violated
10,44,2,left,left,1.1593387394547334,weber_violated
11,44,3,left,left,1.4872945250344651,weber_violated
12,44,3,left,left,1.2271307853643447,weber_violated
13,44,3,left,left,1.4377179665576665,weber_violated
14,44,3,left,left,1.9101020898687198,weber_violated
15,44,3,left,right,2.3819762657911645,weber_violated
16,44,3,left,right,1.9425466839949546,weber_violated
17,44,3,left,left,2.3032056872750126,weber_violated
18,44,3,left,left,2.058475174680311,weber_violated
19,44,3,left,left,1.2891044879745321,weber_violated
20,44,3,left,left,2.4568464302585515,weber_violated
21,44,4,left,right,2.5222040284589817,weber_violated
22,44,4,left,left,1.6664561018578983,weber_violated
23,44,4,left,left,2.1288462967814263,weber_violated
24,44,4,left,left,1.6091333725318133,weber_violated
25,44,4,left,left,2.340159547188165,weber_violated
26,44,4,left,right,2.1680401207561437,weber_violated
27,44,4,left,left,2.2468171637671324,weber_violated
28,44,4,left,left,2.3784576027574578,weber_violated
29,44,4,left,left,3.7032014076728337,weber_violated
30,44,4,left,right,2.1890696117150985,weber_violated
31,44,6,left,left,1.5317478354438272,weber_violated
32,44,6,left,left,1.0725090504260357,weber_violated
33,44,6,left,left,2.0964212235624164,weber_violated
34,44,6,left,left,6.014667975148002,weber_violated
35,44,6,left,left,4.406395590786825,weber_violated
36,44,6,left,left,1.3574265967064483,weber_violated
37,44,6,left,left,2.421056827373306,weber_violated
38,44,6,left,left,1.7551938832949645,weber_violated
39,44,6,left,right,1.2986386501772103,weber_violated
40,44,6,left,left,1.4368926685343082,weber_violated
41,44,7,left,left,2.3902008718470347,weber_violated
42,44,7,left,left,1.7837660912083124,weber_violated
43,44,7,left,left,1.1376103504640191,weber_violated
44,44,7,left,left,1.2956251868334645,weber_violated
45,44,7,left,left,1.5298691434051264,weber_violated
46,44,7,left,left,1.7048579764051601,weber_violated
47,44,7,left,left,0.9201517933643382,weber_violated
48,44,7,left,left,1.2405934851216671,weber_violated
49,44,7,left,left,1.2186302192570313,weber_violated
50,44,7,left,right,2.6441644899633143,weber_violated
51,44,8,left,left,1.0536959879962862,weber_violated
52,44,8,left,left,1.0800223331950363,weber_violated
53,44,8,left,left,1.978937377408784,weber_violated
54,44,8,left,left,1.0413562288351095,weber_violated
55,44,8,left,left,0.8107898478736764,weber_violated
56,44,8,left,left,1.0115674308578153,weber_violated
57,44,8,left,left,1.2529474578163091,weber_violated
58,44,8,left,left,1.1084844250069785,weber_violated
59,44,8,left,left,1.017771704788363,weber_violated
60,44,8,left,left,1.2484323569637878,weber_violated
61,44,2,right,right,0.7433778946277894,weber_violated
62,44,2,right,right,0.8421731541129351,weber_violated
63,44,2,right,right,1.3102659510510049,weber_violated
64,44,2,right,right,0.8468168115440977,weber_violated
65,44,2,right,right,0.8877557094651658,weber_violated
66,44,2,right,right,1.2587303275545396,weber_violated
67,44,2,right,right,1.107633933455126,weber_violated
68,44,2,right,right,1.0465382907335432,weber_violated
69,44,2,right,right,1.189596989856951,weber_violated
70,44,2,right,right,0.8409518445879234,weber_violated
71,44,3,right,right,4.675592427546789,weber_violated
72,44,3,right,right,2.3135924556585357,weber_violated
73,44,3,right,right,1.4665578796092908,weber_violated
74,44,3,right,right,1.4565733639285194,weber_violated
75,44,3,right,right,1.5558184794581325,weber_violated
76,44,3,right,right,1.3715967721013473,weber_violated
77,44,3,right,right,1.464627953834064,weber_violated
78,44,3,right,right,1.2848869892591261,weber_violated
79,44,3,right,right,1.004114751838718,weber_violated
80,44,3,right,right,1.3084447425028447,weber_violated
81,44,4,right,right,1.6460804275271932,weber_violated
82,44,4,right,right,1.7312646007927008,weber_violated
83,44,4,right,right,2.104861009866037,weber_violated
84,44,4,right,right,1.928590098307197,weber_violated
85,44,4,right,left,2.9174221284491946,weber_violated
86,44,4,right,left,11.82654189556933,weber_violated
87,44,4,right,right,1.3731503255892712,weber_violated
88,44,4,right,right,2.4837998113704636,weber_violated
89,44,4,right,right,1.706869775817723,weber_violated
90,44,4,right,right,1.6348694134785513,weber_violated
91,44,6,right,right,1.891229536505357,weber_violated
92,44,6,right,right,2.0969873483757775,weber_violated
93,44,6,right,left,3.005054029732432,weber_violated
94,44,6,right,left,3.22863037433568,weber_violated
95,44,6,right,right,1.7985355979181266,weber_violated
96,44,6,right,right,1.309380553656687,weber_violated
97,44,6,right,left,1.7584405844902933,weber_violated
98,44,6,right,right,1.7901819524802292,weber_violated
99,44,6,right,left,2.2274353980919885,weber_violated
100,44,6,right,right,1.2507361612527155,weber_violated
101,44,7,right,right,1.4765933711813648,weber_violated
102,44,7,right,right,1.2044111297264255,weber_violated
103,44,7,right,right,1.4221933024227655,weber_violated
104,44,7,right,right,1.718127110337738,weber_violated
105,44,7,right,right,0.9617599026135992,weber_violated
106,44,7,right,right,2.042146123523966,weber_violated
107,44,7,right,left,1.8767678298381847,weber_violated
108,44,7,right,right,1.2878054450731142,weber_violated
109,44,7,right,right,1.0995632602383991,weber_violated
110,44,7,right,right,1.3203161590851167,weber_violated
111,44,8,right,right,0.7381491145117649,weber_violated
112,44,8,right,right,1.2569485398766083,weber_violated
113,44,8,right,right,1.0938105730760177,weber_violated
114,44,8,right,right,1.2771119268270525,weber_violated
115,44,8,right,right,1.692697911377881,weber_violated
116,44,8,right,right,0.788672332145008,weber_violated
117,44,8,right,right,1.155245652771629,weber_violated
118,44,8,right,right,0.7616990454025316,weber_violated
119,44,8,right,right,0.9850792196338984,weber_violated
120,44,8,right,right,1.045534076815379,weber_violated
1,45,2,left,left,1.4186397733133222,weber_violated
2,45,2,left,left,1.035632557520108,weber_violated
3,45,2,left,left,0.9458017932695331,weber_violated
4,45,2,left,left,0.9388355350750222,weber_violated
5,45,2,left,left,0.7427227692181169,weber_violated
6,45,2,left,left,0.9241680045784242,weber_violated
7,45,2,left,left,0.8522990129033685,weber_violated
8,45,2,left,left,0.8746286910321335,weber_violated
9,45,2,left,left,0.7641948299387842,weber_violated
10,45,2,left,left,1.017577863185337,weber_violated
11,45,3,left,left,1.1178859368508856,weber_violated
12,45,3,left,left,1.2393152695403673,weber_violated
13,45,3,left,left,2.095797697576628,weber_violated
14,45,3,left,left,0.9823404120566455,weber_violated
15,45,3,left,left,1.2825323455205047,weber_violated
16,45,3,left,left,1.3499760208466611,weber_violated
17,45,3,left,left,0.9209369532500178,weber_violated
18,45,3,left,left,3.225108057202258,weber_violated
19,45,3,left,left,1.2340222721688172,weber_violated
20,45,3,left,left,1.212068684738239,weber_violated
21,45,4,left,right,2.049390769868783,weber_violated
22,45,4,left,left,1.9101053458237747,weber_violated
23,45,4,left,right,1.8907167323720082,weber_violated
24,45,4,left,left,3.524542778011539,weber_violated
25,45,4,left,left,3.5670577496544067,weber_violated
26,45,4,left,left,3.3373579797747945,weber_violated
27,45,4,left,left,1.5372184018804713,weber_violated
28,45,4,left,left,1.590455644240449,weber_violated
29,45,4,left,right,2.5942266184522738,weber_violated
30,45,4,left,right,1.4282169210466178,weber_violated
31,45,6,left,right,1.258733369315088,weber_violated
32,45,6,left,right,2.090354188123278,weber_violated
33,45,6,left,left,5.089061811102423,weber_violated
34,45,6,left,left,1.338832091730405,weber_violated
35,45,6,left,left,1.9942118132585185,weber_violated
36,45,6,left,right,2.230371834617064,weber_violated
37,45,6,left,right,3.91478228343046,weber_violated
38,45,6,left,left,1.4411764442823352,weber_violated
39,45,6,left,left,1.7916573851371904,weber_violated
40,45,6,left,left,1.7459830323513874,weber_violated
41,45,7,left,left,1.3265084005767909,weber_violated
42,45,7,left,left,1.1528005899116496,weber_violated
43,45,7,left,left,1.20732133587428,weber_violated
44,45,7,left,left,1.6470765551878295,weber_violated
45,45,7,left,right,1.432929223394112,weber_violated
46,45,7,left,right,1.3845554524627885,weber_violated
47,45,7,left,left,3.7760921086934327,weber_violated
48,45,7,left,left,1.680607489368566,weber_violated
49,45,7,left,left,1.3333733413912214,weber_violated
50,45,7,left,right,1.7030339839321518,weber_violated
51,45,8,left,left,1.3231186306971154,weber_violated
52,45,8,left,left,0.7775922643248514,weber_violated
53,45,8,left,left,2.1960775727263924,weber_violated
54,45,8,left,left,0.7809391475907417,weber_violated
55,45,8,left,left,1.2096271966217167,weber_violated
56,45,8,left,left,1.0043005865351666,weber_violated
57,45,8,left,left,1.1312226904267555,weber_violated
58,45,8,left,left,0.7754211896227001,weber_violated
59,45,8,left,left,1.3884005065090586,weber_violated
60,45,8,left,left,1.125485772827783,weber_violated
61,45,2,right,right,1.1493739702558825,weber_violated
62,45,2,right,right,0.8812138923048998,weber_violated
63,45,2,right,right,1.0508089471473399,weber_violated
64,45,2,right,right,1.0422114261459778,weber_violated
65,45,2,right,right,0.9296901486486175,weber_violated
66,45,2,right,right,0.9083181293322811,weber_violated
67,45,2,right,right,1.0622597538662981,weber_violated
68,45,2,right,right,1.0231058763677445,weber_violated
69,45,2,right,right,0.8833511747367708,weber_violated
70,45,2,right,right,1.1267666168351198,weber_violated
71,45,3,right,left,1.7396461342028218,weber_violated
72,45,3,right,right,1.706302078572068,weber_violated
73,45,3,right,right,1.452042338260989,weber_violated
74,45,3,right,right,1.2054296155641975,weber_violated
75,45,3,right,left,3.5785062256435753,weber_violated
76,45,3,right,right,0.9657850659155387,weber_violated
77,45,3,right,right,1.4408150825563786,weber_violated
78,45,3,right,right,1.6176226312218462,weber_violated
79,45,3,right,right,1.248606071337632,weber_violated
80,45,3,right,right,1.9256737276402236,weber_violated
81,45,4,right,left,2.071100784768929,weber_violated
82,45,4,right,right,2.258920914395294,weber_violated
83,45,4,right,right,1.1081942841718424,weber_violated
84,45,4,right,left,3.5359451065715053,weber_violated
85,45,4,right,left,1.5213070111214178,weber_violated
86,45,4,right,right,1.1913985604571353,weber_violated
87,45,4,right,right,3.3593580606277484,weber_violated
88,45,4,right,left,4.322315811925839,weber_violated
89,45,4,right,right,1.9941950958055903,weber_violated
90,45,4,right,left,2.2336673141319525,weber_violated
91,45,6,right,left,1.5720092167249282,weber_violated
92,45,6,right,right,1.2064680849570812,weber_violated
93,45,6,right,right,2.3648718220409823,weber_violated
94,45,6,right,right,3.6822962466632085,weber_violated
95,45,6,right,left,5.1485630682354815,weber_violated
96,45,6,right,left,2.4919429759812806,weber_violated
97,45,6,right,right,1.2941622566403175,weber_violated
98,45,6,right,right,1.5422901653893892,weber_violated
99,45,6,right,left,1.4596547133484958,weber_violated
100,45,6,right,left,1.584256942951331,weber_violated
101,45,7,right,right,1.2591631562419783,weber_violated
102,45,7,right,right,1.8026066463767678,weber_violated
103,45,7,right,right,1.2866205181299977,weber_violated
104,45,7,right,left,1.5281605278184347,weber_violated
105,45,7,right,right,2.4715396801617673,weber_violated
106,45,7,right,right,1.0788615246245326,weber_violated
107,45,7,right,right,1.1275111920099845,weber_violated
108,45,7,right,right,1.2602631507442172,weber_violated
109,45,7,right,right,1.8824186774055378,weber_violated
110,45,7,right,right,1.3014776695928532,weber_violated
111,45,8,right,right,1.1827148869351956,weber_violated
112,45,8,right,right,1.0809653249887494,weber_violated
113,45,8,right,right,0.947179585189585,weber_violated
114,45,8,right,right,0.8010380163753752,weber_violated
115,45,8,right,right,1.0016865054085795,weber_violated
116,45,8,right,right,0.848604367389024,weber_violated
117,45,8,right,right,0.9169167765581425,weber_violated
118,45,8,right,right,1.1969124757887109,weber_violated
119,45,8,right,right,0.949940704471496,weber_violated
120,45,8,right,right,0.9328820870029342,weber_violated
1,46,2,left,left,0.9185726895339796,weber_violated
2,46,2,left,left,1.1019085442260375,weber_violated
3,46,2,left,left,0.8699412760093519,weber_violated
4,46,2,left,left,1.0659782987625248,weber_violated
5,46,2,left,left,1.0180677776675764,weber_violated
6,46,2,left,left,0.9847003672564225,weber_violated
7,46,2,left,left,1.0033218313947743,weber_violated
8,46,2,left,left,1.1491609055295737,weber_violated
9,46,2,left,left,1.1527480272821553,weber_violated
10,46,2,left,left,1.0941914290259191,weber_violated
11,46,3,left,left,0.8763506425000629,weber_violated
12,46,3,left,left,1.2811385588970954,weber_violated
13,46,3,left,left,1.4584888129528206,weber_violated
14,46,3,left,left,1.2781146369375609,weber_violated
15,46,3,left,right,1.485376078865555,weber_violated
16,46,3,left,left,1.2051547736005725,weber_violated
17,46,3,left,left,1.7773861853038786,weber_violated
18,46,3,left,left,1.0455288511913587,weber_violated
19,46,3,left,left,1.2201032766785713,weber_violated
20,46,3,left,left,1.1927342007145751,weber_violated
21,46,4,left,left,1.555466417282165,weber_violated
22,46,4,left,left,2.030557925790733,weber_violated
23,46,4,left,left,1.2051415673699317,weber_violated
24,46,4,left,right,2.0801396132568066,weber_violated
25,46,4,left,left,2.167859099751517,weber_violated
26,46,4,left,left,2.008971234084301,weber_violated
27,46,4,left,right,1.3586998712375231,weber_violated
28,46,4,left,right,1.3971327826377855,weber_violated
29,46,4,left,right,1.529472590902392,weber_violated
30,46,4,left,right,2.4611056747079405,weber_violated
31,46,6,left,left,2.8080930799781334,weber_violated
32,46,6,left,right,1.1216263301104823,weber_violated
33,46,6,left,left,2.044022184136749,weber_violated
34,46,6,left,right,1.63686271796906,weber_violated
35,46,6,left,right,1.85592977111634,weber_violated
36,46,6,left,right,2.208740344287332,weber_violated
37,46,6,left,right,2.485562417153242,weber_violated
38,46,6,left,left,1.6916910960751845,weber_violated
39,46,6,left,left,2.249003537170249,weber_violated
40,46,6,left,right,1.3915288647989716,weber_violated
41,46,7,left,left,1.187683798651971,weber_violated
42,46,7,left,left,1.0765141674938732,weber_violated
43,46,7,left,left,1.4433202687866966,weber_violated
44,46,7,left,left,1.3181557441525669,weber_violated
45,46,7,left,left,1.3902192386045293,weber_violated
46,46,7,left,left,1.5668729592850523,weber_violated
47,46,7,left,left,1.6307749259815367,weber_violated
48,46,7,left,left,1.5184809295528943,weber_violated
49,46,7,left,left,2.5888745089809544,weber_violated
50,46,7,left,left,1.611886454852346,weber_violated
51,46,8,left,left,1.0620084343000509,weber_violated
52,46,8,left,left,1.52961735106335,weber_violated
53,46,8,left,left,2.4556728750208703,weber_violated
54,46,8,left,left,1.3325747308687057,weber_violated
55,46,8,left,left,1.4332530815698559,weber_violated
56,46,8,left,left,1.445451279365511,weber_violated
57,46,8,left,left,1.1021083933320057,weber_violated
58,46,8,left,left,0.9676501459266558,weber_violated
59,46,8,left,left,1.1179800757514151,weber_violated
60,46,8,left,left,1.0645132075270998,weber_violated
61,46,2,right,right,1.0570470883603142,weber_violated
62,46,2,right,right,0.8252816242002885,weber_violated
63,46,2,right,right,0.9526306332284611,weber_violated
64,46,2,right,right,0.9454746783896031,weber_violated
65,46,2,right,right,0.8993244105740688,weber_violated
66,46,2,right,right,1.3367286401226515,weber_violated
67,46,2,right,right,1.4360640465487706,weber_violated
68,46,2,right,right,0.9895603005003795,weber_violated
69,46,2,right,right,0.829917542733422,weber_violated
70,46,2,right,right,0.9005683119637815,weber_violated
71,46,3,right,right,1.7496605487371644,weber_violated
72,46,3,right,right,1.3106534033766182,weber_violated
73,46,3,right,left,1.6208131547653526,weber_violated
74,46,3,right,right,1.3892257732361093,weber_violated
75,46,3,right,right,1.431963234357819,weber_violated
76,46,3,right,left,1.8299402213359564,weber_violated
77,46,3,right,left,2.2939625305874785,weber_violated
78,46,3,right,right,1.067062452171593,weber_violated
79,46,3,right,right,1.0329790894629478,weber_violated
80,46,3,right,left,1.2819427846273064,weber_violated
81,46,4,right,right,1.6059336151876924,weber_violated
82,46,4,right,left,1.5831437221868292,weber_violated
83,46,4,right,right,2.0975606090593746,weber_violated
84,46,4,right,right,4.872130077948939,weber_violated
85,46,4,right,right,2.111883361104451,weber_violated
86,46,4,right,left,2.8265956153342033,weber_violated
87,46,4,right,right,1.344296711400949,weber_violated
88,46,4,right,right,1.4653785133526038,weber_violated
89,46,4,right,right,2.0738698419544708,weber_violated
90,46,4,right,right,1.5902195942645119,weber_violated
91,46,6,right,right,1.371949647018867,weber_violated
92,46,6,right,right,1.7180695258659557,weber_violated
93,46,6,right,left,1.750147711943292,weber_violated
94,46,6,right,right,1.9029506677229426,weber_violated
95,46,6,right,right,2.016166845572099,weber_violated
96,46,6,right,left,2.0166737930451513,weber_violated
97,46,6,right,right,1.4604616655552596,weber_violated
98,46,6,right,right,7.744514256027459,weber_violated
